Gene name	Human gene name
Spindoc	SPINDOC
Pjvk	PJVK
Zfta	ZFTA
Fkbp7	FKBP7
Zfp551	ZNF551
Ccnd3	CCND3
Plekha3	PLEKHA3
Dnajb13	DNAJB13
Rtn3	RTN3
Usp20	USP20
Dpf3	DPF3
Thap7	THAP7
Rabgef1	RABGEF1
Hgh1	HGH1
Gpx6	GPX6
Coa4	COA4
Zscan12	ZSCAN12
Zfp606	ZNF606
Fam83a	FAM83A
Ftcd	FTCD
Yeats2	YEATS2
Trim46	TRIM46
Rps20	RPS20
9130401M01Rik	C8orf76
Gm24016	SNORD54
Mos	MOS
Plag1	PLAG1
Tmc5	TMC5
Grsf1	GRSF1
Zhx1	ZHX1
Ube2j1	UBE2J1
Col6a2	COL6A2
Pgbd1	PGBD1
Atad2	ATAD2
Zscan26	ZSCAN26
Bysl	BYSL
Gata1	GATA1
Krtcap2	KRTCAP2
Gabrr2	GABRR2
Mob1b	MOB1B
Trim27	TRIM27
Med20	MED20
Zfyve1	ZFYVE1
Atl3	ATL3
Glod5	GLOD5
Dpm3	DPM3
Usp49	USP49
Timm17b	TIMM17B
Dck	DCK
Chchd7	CHCHD7
Sh3glb1	SH3GLB1
Dnajc13	DNAJC13
Caln1	CALN1
Ntaq1	NTAQ1
Tomm6	TOMM6
Gm25895	RNU6-578P
Smim39	SMIM39
Rbm25	RBM25
Plekha6	PLEKHA6
Prickle4	PRICKLE4
Fbxo32	FBXO32
Frs3	FRS3
Galnt17	GALNT17
Nxt2	NXT2
Klhl38	KLHL38
Col6a1	COL6A1
Anxa13	ANXA13
Fam91a1	FAM91A1
Pgc	PGC
Trim15	TRIM15
Mrpl48	MRPL48
Spmip5	SPMIP5
Slc12a1	SLC12A1
Ldb2	LDB2
Trim10	TRIM10
Gabrr1	GABRR1
Rhbdl3	RHBDL3
Pcbp3	PCBP3
Kcne5	KCNE5
Gm54579	RN7SKP16
Hspa12a	HSPA12A
Acsl4	ACSL4
Atp6v1c1	ATP6V1C1
Pm20d2	PM20D2
Trim40	TRIM40
Aspscr1	ASPSCR1
Kcnd3	KCND3
Sidt2	SIDT2
Rab6a	RAB6A
Sdr16c5	SDR16C5
Trim31	TRIM31
Srsf12	SRSF12
Eno4	ENO4
Rnf39	RNF39
Setd3	SETD3
Shtn1	SHTN1
Pnrc1	PNRC1
Baalc	BAALC
Fzd6	FZD6
Ppp1r11	PPP1R11
Map6d1	MAP6D1
Parl	PARL
Slc50a1	SLC50A1
Ptbp3	PTBP3
Foxq1	FOXQ1
Slc19a1	SLC19A1
Foxf2	FOXF2
Polr1h	POLR1H
Castor2	CASTOR2
Foxc1	FOXC1
Cthrc1	CTHRC1
Unc5a	UNC5A
Slc25a32	SLC25A32
Asb10	ASB10
Cuzd1	CUZD1
Ect2	ECT2
Iqca1l	IQCA1L
Firrm	FIRRM
Vax1	VAX1
Bmp10	BMP10
Cfl1	CFL1
Ccnk	CCNK
Arhgap25	ARHGAP25
2310057M21Rik	C10orf88
Tle4	TLE4
Zfp57	ZFP57
Abcc5	ABCC5
Ccdc85c	CCDC85C
Hk3	HK3
Col18a1	COL18A1
Hhipl1	HHIPL1
Pstk	PSTK
Krt85	KRT85
Slc4a4	SLC4A4
Krt84	KRT84
Sorcs1	SORCS1
Krt82	KRT82
Cyp46a1	CYP46A1
Ikzf5	IKZF5
Ccdc152	CCDC152
Eml1	EML1
Eif2b5	EIF2B5
Tmprss6	TMPRSS6
Acadsb	ACADSB
Fam168b	FAM168B
Dut	DUT
Gm22140	RNU6-1211P
Cdh8	CDH8
Mog	MOG
Slc6a11	SLC6A11
Tcf7l2	TCF7L2
Acp3	ACP3
Dvl3	DVL3
Hmx3	HMX3
Fbn1	FBN1
Hmx2	HMX2
Hrh1	HRH1
Gabbr1	GABBR1
Pou2f2	POU2F2
Mir183	MIR183
Ube2h	UBE2H
Ap2m1	AP2M1
Lamb3	LAMB3
Zc3hc1	ZC3HC1
Pafah1b2	PAFAH1B2
Cdh11	CDH11
Il2rb	IL2RB
Penk	PENK
Cep152	CEP152
Bpnt2	BPNT2
Wrn	WRN
Uimc1	UIMC1
Cpne4	CPNE4
Mospd2	MOSPD2
Rngtt	RNGTT
Fam83d	FAM83D
Plekhb2	PLEKHB2
Sstr3	SSTR3
Shc4	SHC4
Rac2	RAC2
Ubd	UBD
Or2i1	OR2I1
Abcf3	ABCF3
Or10c1	OR10C1
Atg7	ATG7
Or11a4	OR11A1
Kctd17	KCTD17
T	TBXT
Cep170b	CEP170B
Eid1	EID1
Fam110b	FAM110B
Acbd5	ACBD5
Hsd11b1	HSD11B1
Mrpl3	MRPL3
Decr2	DECR2
Pofut2	POFUT2
Efna1	EFNA1
Cnr1	CNR1
Hsdl2	HSDL2
Fancb	FANCB
Nceh1	NCEH1
Zfp346	ZNF346
Spaca1	SPACA1
Purg	PURG
G0s2	G0S2
Ammecr1	AMMECR1
Chrac1	CHRAC1
Adarb1	ADARB1
Efna3	EFNA3
Tex15	TEX15
Hs6st1	HS6ST1
Trappc9	TRAPPC9
Camk1g	CAMK1G
Rtl9	RTL9
Nme4	NME4
Araf	ARAF
Smarcc1	SMARCC1
E130308A19Rik	KIAA1958
Cdh5	CDH5
Efna4	EFNA4
Cyp7a1	CYP7A1
Vwa5b2	VWA5B2
Lrrc45	LRRC45
Pgap6	PGAP6
Ppp2cb	PPP2CB
Tnfsf10	TNFSF10
Ubxn8	UBXN8
Inip	INIP
Mir205	MIR205
Cbll1	CBLL1
F5	F5
Bean1	BEAN1
Fgfr4	FGFR4
Snx30	SNX30
Rac3	RAC3
Ghsr	GHSR
Abcf2	ABCF2
Slc19a2	SLC19A2
Slc46a2	SLC46A2
Dcxr	DCXR
Nsd1	NSD1
Gm56181	Y_RNA
Kcnab1	KCNAB1
Gsr	GSR
Chpf2	CHPF2
Uggt1	UGGT1
Map4k5	MAP4K5
Mrpl28	MRPL28
Gc	GC
Akirin2	AKIRIN2
Pdia2	PDIA2
Npffr2	NPFFR2
Smarcd3	SMARCD3
Syn1	SYN1
Sdcbp	SDCBP
Hmga1b	HMGA1
Pard3	PARD3
Myh10	MYH10
Arhgdig	ARHGDIG
Rab24	RAB24
Mir1224	MIR1224
Alg3	ALG3
Slx9	SLX9
Rgs11	RGS11
Timp1	TIMP1
Prelid1	PRELID1
Itgb2	ITGB2
Mir671	MIR671
Adamts3	ADAMTS3
Mxd3	MXD3
Cfp	CFP
Hoxc13	HOXC13
Hoxc12	HOXC12
Hoxc11	HOXC11
Plxna2	PLXNA2
Elk1	ELK1
Fndc3b	FNDC3B
Hoxc10	HOXC10
Hoxc5	HOXC5
Uxt	UXT
Mir196a-2	MIR196A2
Hoxc9	HOXC9
Hoxc8	HOXC8
Hoxc6	HOXC6
Mfsd14b	MFSD14B
Pttg1ip	PTTG1IP
Fam234a	FAM234A
Ly6e	LY6E
Nub1	NUB1
Zfp182	ZNF182
4930447C04Rik	C14orf39
Sumo3	SUMO3
Tmem212	TMEM212
Or9s18	OR9H1
Ssr3	SSR3
Agtr2	AGTR2
Ccdc181	CCDC181
Wdr86	WDR86
Gpkow	GPKOW
Neurl3	NEURL3
Crygn	CRYGN
Clca1	CLCA1
Mastl	MASTL
Blzf1	BLZF1
Cox18	COX18
Eef1akmt4	EEF1AKMT4
Sel1l	SEL1L
Sik3	SIK3
Tiparp	TIPARP
Wdr45	WDR45
Ube2g2	UBE2G2
Klhdc10	KLHDC10
Lekr1	LEKR1
Yme1l1	YME1L1
Rheb	RHEB
Orc3	ORC3
Nhlrc1	NHLRC1
Clca2	CLCA2
Tpmt	TPMT
Luc7l	LUC7L
Tspear	TSPEAR
Lcorl	LCORL
Lrrfip1	LRRFIP1
Dhx35	DHX35
Kcnk4	KCNK4
Dedd2	DEDD2
Zfp526	ZNF526
Bub3	BUB3
Pax2	PAX2
Gm25755	RNU6-1285P
Ccnl1	CCNL1
Lrrc3	LRRC3
Trpm2	TRPM2
Kcnv2	KCNV2
Kdm1b	KDM1B
Pum3	PUM3
Gpr26	GPR26
Rhag	RHAG
Ush1c	USH1C
Rfng	RFNG
Camk2n2	CAMK2N2
9130008F23Rik	C6orf141
Ece2	ECE2
Glyatl3	GLYATL3
Apoa1	APOA1
Vgll4	VGLL4
Zfp207	ZNF207
Gm55957	RNU1-61P
Cenpq	CENPQ
Cspg5	CSPG5
Dek	DEK
Nxph2	NXPH2
Daxx	DAXX
Mafb	MAFB
Spopl	SPOPL
Tamm41	TAMM41
Veph1	VEPH1
Sirt4	SIRT4
Nsmaf	NSMAF
Apoc3	APOC3
C1qtnf6	C1QTNF6
Prkag2	PRKAG2
Pparg	PPARG
Selenop	SELENOP
Gm54446	RNU1-64P
Tmem170b	TMEM170B
Apoa4	APOA4
Gm26442	RNU1-133P
Adtrp	ADTRP
Nek11	NEK11
Top1	TOP1
Cfap410	CFAP410
Tapbp	TAPBP
Slc1a1	SLC1A1
Senp1	SENP1
Asap2	ASAP2
Gm56256	RN7SKP119
Hnmt	HNMT
Pfkl	PFKL
Omd	OMD
Apoa5	APOA5
Ogn	OGN
Spata6l	SPATA6L
Nol8	NOL8
Zbtb22	ZBTB22
Ptx3	PTX3
Tsen2	TSEN2
Rgl2	RGL2
Aste1	ASTE1
Pld1	PLD1
Rars2	RARS2
Tbpl2	TBPL2
Pfkm	PFKM
Cd34	CD34
Mkrn2os	MKRN2OS
Mkrn2	MKRN2
Aire	AIRE
Plcg1	PLCG1
Tmem209	TMEM209
Zpr1	ZPR1
Pfdn6	PFDN6
Rcl1	RCL1
Car8	CA8
Ndel1	NDEL1
Psmd2	PSMD2
Rbm44	RBM44
Asb8	ASB8
Rab2a	RAB2A
Gda	GDA
Wdr46	WDR46
Ccdc184	CCDC184
Ramp1	RAMP1
Slc35a1	SLC35A1
Bud13	BUD13
Nme7	NME7
H1f7	H1-7
Zfp641	ZNF641
Galntl5	GALNTL5
Rnf222	RNF222
Iars1	IARS1
Gm56184	RN7SKP179
Chd7	CHD7
Rpl26	RPL26
B3galt4	B3GALT4
Or8s16	OR8S1
Rps18	RPS18
Tomm22	TOMM22
1110059E24Rik	C9orf85
Smim3	SMIM3
Itgb1bp1	ITGB1BP1
Dctn4	DCTN4
Gps1	GPS1
Zhx3	ZHX3
Pxn	PXN
Josd1	JOSD1
Gtpbp1	GTPBP1
Cd46	CD46
Gm22805	RNU6-1095P
Abhd17b	ABHD17B
Megf11	MEGF11
Lpin3	LPIN3
Vps52	VPS52
Eif4g1	EIF4G1
Cfap206	CFAP206
Cpxm2	CPXM2
Cpsf3	CPSF3
Mir29b-2	MIR29B2
Mir29c	MIR29C
Atp1b1	ATP1B1
Rgs14	RGS14
Sun2	SUN2
Gsk3a	GSK3A
Nrp2	NRP2
Slc34a1	SLC34A1
Shox2	SHOX2
Or2t1	OR2T1
Gm23423	RNU6-844P
Gm136	C6orf163
Emilin3	EMILIN3
Or2t6	OR2T6
Clvs1	CLVS1
Psmd6	PSMD6
Chd6	CHD6
Slc25a46	SLC25A46
Arhgef15	ARHGEF15
Iah1	IAH1
Sap130	SAP130
Chst15	CHST15
Atxn7	ATXN7
Mipol1	MIPOL1
Smim8	SMIM8
Ssmem1	SSMEM1
Adam15	ADAM15
Pfn3	PFN3
F12	F12
Praf2	PRAF2
Erf	ERF
Slc25a35	SLC25A35
Ccdc120	CCDC120
Galnt11	GALNT11
Cpa2	CPA2
Plekhb1	PLEKHB1
Rangrf	RANGRF
Zfp292	ZNF292
Fnbp1	FNBP1
Rab11a	RAB11A
Thoc7	THOC7
Grk6	GRK6
Psmd11	PSMD11
Vash1	VASH1
Ammecr1l	AMMECR1L
Cpa4	CPA4
Tfe3	TFE3
Acp5	ACP5
Cga	CGA
Angel1	ANGEL1
Raf1	RAF1
Polr2d	POLR2D
Mob3b	MOB3B
Ifnk	IFNK
Lrrc74a	LRRC74A
Dennd4a	DENND4A
Dnal4	DNAL4
C9orf72	C9orf72
Ring1	RING1
Pcnx4	PCNX4
Alb	ALB
E2f6	E2F6
Hsd17b8	HSD17B8
Gm11100	C3orf49
Slc24a1	SLC24A1
Rock2	ROCK2
Cfap20dc	CFAP20DC
Ints14	INTS14
Afp	AFP
Cbx6	CBX6
Lingo2	LINGO2
Fam3d	FAM3D
Afm	AFM
Cdk5r1	CDK5R1
Aco1	ACO1
Fam107a	FAM107A
Pfas	PFAS
Cpa5	CPA5
Hacd3	HACD3
Slc39a7	SLC39A7
Acox2	ACOX2
Dpp8	DPP8
Apobec3	APOBEC3H
Gcn1	GCN1
Cpa1	CPA1
Rigi	RIGI
Rxrb	RXRB
Dus1l	DUS1L
Kctd6	KCTD6
Pdhb	PDHB
Tmem40	TMEM40
Slc66a3	SLC66A3
Atp2c1	ATP2C1
Pxk	PXK
Oat	OAT
Gripap1	GRIPAP1
Dpt	DPT
Nkx1-2	NKX1-2
Ube2f	UBE2F
Pdia6	PDIA6
Otog	OTOG
Rab35	RAB35
Odf2l	ODF2L
Col11a2	COL11A2
Gm55851	RN7SL731P
Cand2	CAND2
Topors	TOPORS
Slit2	SLIT2
Ndufb6	NDUFB6
Atp6v1c2	ATP6V1C2
Rpl32	RPL32
Myo1d	MYO1D
Prr7	PRR7
Dbn1	DBN1
Cep41	CEP41
Asph	ASPH
Tbx19	TBX19
Cbx7	CBX7
Arid5a	ARID5A
Lhpp	LHPP
Myod1	MYOD1
Kcnc1	KCNC1
Sergef	SERGEF
Tmem98	TMEM98
Pdgfb	PDGFB
Spaca3	SPACA3
Gm22969	RNU6-400P
Gpr139	GPR139
Pdgfrb	PDGFRB
Fam53b	FAM53B
Nptxr	NPTXR
Asic2	ASIC2
Gtf2e2	GTF2E2
Mbd4	MBD4
Rpl3	RPL3
Otub2	OTUB2
Mest	MEST
Smim18	SMIM18
Abhd6	ABHD6
Nrp1	NRP1
Snord83b	SNORD83B
Gm55357	SNORD83A
Gm24204	RNU6-1231P
Syngr1	SYNGR1
Pdlim7	PDLIM7
Kcnd1	KCND1
Rbpms	RBPMS
Fam168a	FAM168A
Ddx24	DDX24
Slc22a4	SLC22A4
Dcst1	DCST1
Dnase1l3	DNASE1L3
Otud5	OTUD5
Cr1l	CR1
Tab1	TAB1
Flnb	FLNB
Dnmt3l	DNMT3L
Pdlim4	PDLIM4
Nudcd1	NUDCD1
Csf1r	CSF1R
Dcst2	DCST2
Zbtb7b	ZBTB7B
Tmem132e	TMEM132E
Slc27a2	SLC27A2
Rsrc1	RSRC1
Eny2	ENY2
Sft2d2	SFT2D2
Fasn	FASN
Cry2	CRY2
Pkhd1l1	PKHD1L1
Icosl	ICOSLG
Tiprl	TIPRL
Hmgxb3	HMGXB3
Eef1akmt2	EEF1AKMT2
Pim2	PIM2
Ppp1r3b	PPP1R3B
Gpr161	GPR161
Gatd3a	GATD3
Eri1	ERI1
Akap17a	AKAP17A
Asmt	ASMT
Mir218-1	MIR218-1
Rassf6	RASSF6
Scly	SCLY
Tph1	TPH1
Mfhas1	MFHAS1
Pwp2	PWP2
Atp11c	ATP11C
Mir335	MIR335
Ift122	IFT122
Dok3	DOK3
Slc35c1	SLC35C1
Cldn23	CLDN23
Prima1	PRIMA1
Prag1	PRAG1
Slc26a2	SLC26A2
Ddx41	DDX41
Igdcc3	IGDCC3
Chst1	CHST1
Lonrf1	LONRF1
Pde6a	PDE6A
Trappc10	TRAPPC10
Syt13	SYT13
Fam181a	FAM181A
Asb2	ASB2
Cxcl5	CXCL6
Ppbp	PPBP
Gp2	GP2
Trmt9b	TRMT9B
Gpr107	GPR107
Bicdl1	BICDL1
Gm22295	RNU6-3P
Espnl	ESPNL
Lenep	LENEP
Cept1	CEPT1
Agpat3	AGPAT3
Fam193b	FAM193B
Dcaf6	DCAF6
Dlc1	DLC1
Ppif	PPIF
Bbs9	BBS9
Zcchc24	ZCCHC24
Srp19	SRP19
Anxa11	ANXA11
Abraxas2	ABRAXAS2
Mlf1	MLF1
Klhl30	KLHL30
Reep5	REEP5
Tmed9	TMED9
5730480H06Rik	PACRGL
Prdm11	PRDM11
Mir505	MIR505
Gm7073	CXorf66
Pkd2l2	PKD2L2
Plac9	PLAC9
Cr2	CR2
B4galt7	B4GALT7
L1cam	L1CAM
Flad1	FLAD1
Tmem254	TMEM254
Cct6b	CCT6B
Ncs1	NCS1
Relt	RELT
Duxbl1	DUX4
Caml	CAMLG
B230219D22Rik	C5orf24
Txndc15	TXNDC15
Ptprt	PTPRT
Kmt2c	KMT2C
Pcbd2	PCBD2
Fam13b	FAM13B
Rrp1	RRP1
Zfp830	ZNF830
Saal1	SAAL1
Ccdc57	CCDC57
Slmap	SLMAP
Tbca	TBCA
Sybu	SYBU
Gfm1	GFM1
AI429214	C8orf48
Mpc2	MPC2
Otp	OTP
Sgcz	SGCZ
Poc5	POC5
P4ha2	P4HA2
Erfe	ERFE
Msr1	MSR1
Lxn	LXN
Kansl3	KANSL3
Rarres1	RARRES1
Wnt8a	WNT8A
Znhit6	ZNHIT6
Nme5	NME5
Copg2	COPG2
Ankdd1b	ANKDD1B
Saa4	SAA4
Cstb	CSTB
Fgf20	FGF20
Zranb1	ZRANB1
Pdxk	PDXK
Micu3	MICU3
Brd8	BRD8
Arhgap4	ARHGAP4
Cic	CIC
Ilvbl	ILVBL
Polk	POLK
Ebag9	EBAG9
Parp16	PARP16
Trp53i11	TP53I11
Mfsd1	MFSD1
Bop1	BOP1
Fer1l5	FER1L5
Cilp	CILP
Rho	RHO
Ccn1	CCN1
Scx	SCX
Hsf1	HSF1
Dram2	DRAM2
Bmper	BMPER
Srsf6	SRSF6
Csf2	CSF2
Mthfd2l	MTHFD2L
Vps37a	VPS37A
Tsga13	TSGA13
Fam131a	FAM131A
Ilkap	ILKAP
Tmem215	TMEM215
Il3	IL3
H1f8	H1-8
Cct8l1	CCT8L2
Aptx	APTX
Hmcn2	HMCN2
Epgn	EPGN
Higd1b	HIGD1B
Pik3r4	PIK3R4
Ereg	EREG
Eftud2	EFTUD2
Xrcc2	XRCC2
Rubcn	RUBCN
Areg	AREG
Plxnd1	PLXND1
Iqcj	IQCJ
Btc	BTC
Ddah1	DDAH1
Parm1	PARM1
Kcnip4	KCNIP4
Gdf6	GDF6
Bcl10	BCL10
Hes6	HES6
Cfap418	CFAP418
Lrif1	LRIF1
Lman2l	LMAN2L
Dnaja1	DNAJA1
Tspan18	TSPAN18
Umod	UMOD
Tmcc1	TMCC1
2410004B18Rik	C1orf52
Kif20a	KIF20A
Ces4a	CES4A
Dgat1	DGAT1
Cd53	CD53
Syde1	SYDE1
Clpx	CLPX
Mtmr7	MTMR7
L3mbtl1	L3MBTL1
Or1i2	OR1I1
Per2	PER2
Syde2	SYDE2
Casp14	CASP14
Dnai3	DNAI3
Smu1	SMU1
Mkln1	MKLN1
Npsr1	NPSR1
Fbxl6	FBXL6
Pdilt	PDILT
Shc1	SHC1
Ass1	ASS1
Traf3ip1	TRAF3IP1
Tektl1	TEKTL1
H2-Oa	HLA-DOA
Dlg5	DLG5
Pafah1b3	PAFAH1B3
Pdcd7	PDCD7
B4galt1	B4GALT1
Slc1a6	SLC1A6
Cert1	CERT1
Cdc23	CDC23
Adgra3	ADGRA3
Adck5	ADCK5
Ubap1l	UBAP1L
Brd2	BRD2
Hmgcr	HMGCR
Sgk2	SGK2
Asb1	ASB1
Kbtbd13	KBTBD13
Rasl12	RASL12
Cbfb	CBFB
Or7c70	OR7C2
Prr19	PRR19
Spink4	SPINK4
Arhgef17	ARHGEF17
Podxl	PODXL
Slc51b	SLC51B
Bag1	BAG1
Mtfmt	MTFMT
Twist2	TWIST2
Plxna4	PLXNA4
Col6a6	COL6A6
Adcy10	ADCY10
Lrch3	LRCH3
Ccdc103	DNAAF19
Kdm3b	KDM3B
Ift52	IFT52
Chmp5	CHMP5
Fam187a	FAM187A
Ankrd31	ANKRD31
Ppargc1a	PPARGC1A
Gfap	GFAP
Nfx1	NFX1
Slc7a2	SLC7A2
Gcnt4	GCNT4
Plpp2	PLPP2
P2ry6	P2RY6
Fubp3	FUBP3
P2ry2	P2RY2
Cpsf1	CPSF1
Schip1	SCHIP1
Tmem145	TMEM145
Kif18b	KIF18B
Dpy19l1	DPY19L1
Polr3a	POLR3A
Pwwp3a	PWWP3A
C1ql1	C1QL1
Dcakd	DCAKD
Megf8	MEGF8
Reep2	REEP2
Dhx15	DHX15
Rffl	RFFL
Egr1	EGR1
Rab12	RAB12
Etf1	ETF1
Avpr2	AVPR2
Fndc1	FNDC1
Pcgf5	PCGF5
Naa10	NAA10
Prdm12	PRDM12
Dpy19l2	DPY19L2
Pygo2	PYGO2
Pdgfrl	PDGFRL
Mybl2	MYBL2
Cnfn	CNFN
Mcoln3	MCOLN3
Phaf1	PHAF1
Ctbp2	CTBP2
Pth1r	PTH1R
Gtsf1l	GTSF1L
Aqp3	AQP3
Ccdc141	CCDC141
Pbxip1	PBXIP1
Adgre1	ADGRE1
Slc39a4	SLC39A4
Ndufs7	NDUFS7
Or11h6	OR11H6
Dpy19l4	DPY19L4
Ttc5	TTC5
Pmvk	PMVK
Mpzl1	MPZL1
Vps28	VPS28
Spg21	SPG21
Gamt	GAMT
Ocln	OCLN
Setd4	SETD4
B3gnt9	B3GNT9
Ccnb1ip1	CCNB1IP1
Tonsl	TONSL
Kcnn3	KCNN3
Tradd	TRADD
Tbcd	TBCD
Parp2	PARP2
Gm55985	RNU6-138P
Sod3	SOD3
Dazap1	DAZAP1
Ccdc149	CCDC149
Gm54684	RNU6-197P
Mcoln2	MCOLN2
Hectd2	HECTD2
Tox2	TOX2
Fbxl8	FBXL8
Chchd3	CHCHD3
Lgi2	LGI2
Mtus1	MTUS1
Exosc2	EXOSC2
Ankdd1a	ANKDD1A
Hdac4	HDAC4
Renbp	RENBP
Marveld2	MARVELD2
Nol6	NOL6
Tbx20	TBX20
Tep1	TEP1
Kifc2	KIFC2
Fchsd2	FCHSD2
Dpp6	DPP6
Jph2	JPH2
Oser1	OSER1
L3mbtl4	L3MBTL4
Gm54559	RN7SKP149
Cbr3	CBR3
Gm24261	RNU6-1279P
Rad17	RAD17
Rad51d	RAD51D
Plekho2	PLEKHO2
Dop1b	DOP1B
Sestd1	SESTD1
Myl3	MYL3
Exoc4	EXOC4
Foxh1	FOXH1
Ppp1r16a	PPP1R16A
Zfp213	ZNF213
Rcsd1	RCSD1
Lpar3	LPAR3
Zfp13	ZNF205
Gm22078	RNU6-176P
Ssx2ip	SSX2IP
Cd82	CD82
Ube2r2	UBE2R2
Zscan10	ZSCAN10
Ndufa10	NDUFA10
B3gntl1	B3GNTL1
Gm56206	RNU6-1307P
Esrp1	ESRP1
Ccdc125	CCDC125
Gpt	GPT
Hcfc1	HCFC1
Klhl33	KLHL33
Fgfbp3	FGFBP3
Osgep	OSGEP
Creg1	CREG1
Rps15	RPS15
Prss50	PRSS50
Lipe	LIPE
Cdk7	CDK7
Apc2	APC2
Tmie	TMIE
Mmp25	MMP25
Fgl1	FGL1
Eepd1	EEPD1
Mfsd3	MFSD3
Metrnl	METRNL
Recql4	RECQL4
Bicdl2	BICDL2
Hsf4	HSF4
Pif1	PIF1
Marchf8	MARCHF8
Or5a21	OR5A2
Otos	OTOS
Ptchd3	PTCHD3
Ctbs	CTBS
Apex1	APEX1
Mrps36	KGD4
Dtx4	DTX4
Gpc1	GPC1
Ubap2	UBAP2
Acsl6	ACSL6
2310011J03Rik	C19orf25
Acsm5	ACSM5
Thoc6	THOC6
Spata1	SPATA1
Pcsk4	PCSK4
Cenph	CENPH
Ankmy1	ANKMY1
Pip4p1	PIP4P1
Lrrc14	LRRC14
Ccnb1	CCNB1
Irak1	IRAK1
Morc3	MORC3
B3gat1	B3GAT1
Cd247	CD247
Gdap1l1	GDAP1L1
Gng5	GNG5
Lrrc24	LRRC24
Hcfc1r1	HCFC1R1
Rpf1	RPF1
Sepsecs	SEPSECS
C030006K11Rik	C8orf82
Rnase10	RNASE10
Tnfrsf12a	TNFRSF12A
Rnase9	RNASE9
Gm22888	SNORD121B
Virma	VIRMA
Arhgap39	ARHGAP39
Rnase12	RNASE12
Or6s1	OR6S1
Fitm2	FITM2
R3hdml	R3HDML
Cldn6	CLDN6
Alox5	ALOX5
Rbpms2	RBPMS2
Chaf1b	CHAF1B
Paxip1	PAXIP1
Eps8l3	EPS8L3
Peli2	PELI2
Abl1	ABL1
Cldn9	CLDN9
Slc30a5	SLC30A5
Pi4k2b	PI4K2B
Als2cl	ALS2CL
Cldn14	CLDN14
Adamtsl5	ADAMTSL5
Dnase2b	DNASE2B
Fezf2	FEZF2
Vps8	VPS8
Paip1	PAIP1
Nol3	NOL3
Cep15	CEP15
Matcap1	MATCAP1
Samd13	SAMD13
Ccdc60	CCDC60
Dcaf12	DCAF12
Qrfp	QRFP
Gstm5	GSTM3
Zfp385b	ZNF385B
Plk5	PLK5
Or13a1	OR13A1
Zfp251	ZNF251
Rad54b	RAD54B
Dusp28	DUSP28
Exoc3l	EXOC3L1
Rpl8	RPL8
Rnpepl1	RNPEPL1
Zcchc4	ZCCHC4
Zfp647	ZNF250
Fsbp	FSBP
1110038F14Rik	C8orf33
Fam240a	FAM240A
E2f4	E2F4
Zfp422	ZNF22
Ubap1	UBAP1
Gstm7	GSTM2
Capn10	CAPN10
Mex3d	MEX3D
Fibcd1	FIBCD1
Elmo3	ELMO3
Mbd3	MBD3
Zfp609	ZNF609
Gm57852	ZFTRAF1
Hnf4a	HNF4A
4833420G17Rik	C5orf34
Tmem276	TMEM276
Lrrc2	LRRC2
Phf21b	PHF21B
Kif24	KIF24
Hspb8	HSPB8
Rbm33	RBM33
Rtp3	RTP3
Glb1l2	GLB1L2
Gpr35	GPR35
Hps5	HPS5
Tmem131	TMEM131
Rassf4	RASSF4
Ttpal	TTPAL
Nudt2	NUDT2
Uqcr11	UQCR11
Tmem267	TMEM267
Myorg	MYORG
Tmem208	TMEM208
Spmip6	SPMIP6
Lamc3	LAMC3
Tcf3	TCF3
Rcbtb1	RCBTB1
5031439G07Rik	KIAA0930
Shh	SHH
Srrm4	SRRM4
Snrnp48	SNRNP48
Bpgm	BPGM
Cacnb3	CACNB3
Fam219a	FAM219A
Fhod1	FHOD1
Depp1	DEPP1
Suds3	SUDS3
Tmem72	TMEM72
Dtnbp1	DTNBP1
Klf7	KLF7
Cxcl12	CXCL12
Prkacb	PRKACB
Ptprg	PTPRG
Ltf	LTF
Serinc3	SERINC3
Triqk	TRIQK
Slc9a5	SLC9A5
Ddx23	DDX23
Rnf32	RNF32
Lgr6	LGR6
Dnai1	DNAI1
Zfp637	ZNF32
Plekhg4	PLEKHG4
Rnd1	RND1
Zfp239	ZNF239
Pkig	PKIG
Enho	ENHO
Ccdc65	CCDC65
Creb1	CREB1
Runx1t1	RUNX1T1
Glb1l3	GLB1L3
Ddx46	DDX46
Hnrnpf	HNRNPF
Kctd19	KCTD19
Fkbp11	FKBP11
Anapc4	ANAPC4
Arf3	ARF3
Ada	ADA
Wnt10b	WNT10B
Ccrl2	CCRL2
Sipa1	SIPA1
Pou1f1	POU1F1
Ccn5	CCN5
Aopep	AOPEP
Zfp598	ZNF598
Cntfr	CNTFR
Trip4	TRIP4
Kcnk15	KCNK15
Cald1	CALD1
Rims4	RIMS4
4931414P19Rik	C14orf93
Wnt1	WNT1
Ywhab	YWHAB
Lrrc36	LRRC36
Ddn	DDN
Psmb5	PSMB5
Prkag1	PRKAG1
Gbe1	GBE1
Psmb11	PSMB11
Cdh24	CDH24
Syngr3	SYNGR3
Pabpc1l	PABPC1L
Noxo1	NOXO1
Acin1	ACIN1
Gm56312	RN7SKP109
Tomm34	TOMM34
Slc26a7	SLC26A7
Hes1	HES1
Kmt2d	KMT2D
Mecp2	MECP2
Cpn2	CPN2
Tbl3	TBL3
Lrrc15	LRRC15
Gstm4	GSTM4
